date,sector,compra,compra_pc,venda,venda_pc,net,net_pc
2005-01-03,Bancos,437969,67.32,377632,58.04,60337,9.279999999999994
2005-01-03,DTVM'S e Corretoras de Valores,20,0,90,0.01,-70,-0.01
2005-01-03,Invest Institucional Nacional,196027,30.13,206263,31.7,-10236,-1.5700000000000003
2005-01-03,Investidores Não Residentes,13143,2.02,65283,10.03,-52140,-8.01
2005-01-03,Pessoa Jurídica Não Financeira,3459,0.53,1350,0.21,2109,0.32000000000000006
2005-01-04,Bancos,444891,67.17,384560,58.06,60331,9.11
2005-01-04,DTVM'S e Corretoras de Valores,110,0.02,180,0.03,-70,-0.009999999999999998
2005-01-04,Invest Institucional Nacional,201102,30.36,211351,31.91,-10249,-1.5500000000000007
2005-01-04,Investidores Não Residentes,12902,1.95,65028,9.82,-52126,-7.87
2005-01-04,Pessoa Jurídica Não Financeira,3314,0.5,1200,0.18,2114,0.32
2005-01-05,Bancos,434632,66.4,374417,57.2,60215,9.200000000000003
2005-01-05,DTVM'S e Corretoras de Valores,20,0,90,0.01,-70,-0.01
2005-01-05,Invest Institucional Nacional,203941,31.16,214128,32.71,-10187,-1.5500000000000007
2005-01-05,Investidores Não Residentes,12698,1.94,64770,9.89,-52072,-7.950000000000001
2005-01-05,Pessoa Jurídica Não Financeira,3304,0.5,1190,0.18,2114,0.32
2005-01-06,Bancos,437962,66.13,377821,57.05,60141,9.079999999999998
2005-01-06,DTVM'S e Corretoras de Valores,20,0,90,0.01,-70,-0.01
2005-01-06,Invest Institucional Nacional,205450,31.02,215641,32.56,-10191,-1.5400000000000027
2005-01-06,Investidores Não Residentes,15557,2.35,67554,10.2,-51997,-7.85
2005-01-06,Pessoa Jurídica Não Financeira,3307,0.5,1190,0.18,2117,0.32
2005-01-07,Bancos,431173,65.83,370929,56.64,60244,9.189999999999998
2005-01-07,DTVM'S e Corretoras de Valores,20,0,90,0.01,-70,-0.01
2005-01-07,Invest Institucional Nacional,201676,30.79,211927,32.36,-10251,-1.5700000000000003
2005-01-07,Investidores Não Residentes,18754,2.86,70795,10.81,-52041,-7.950000000000001
2005-01-07,Pessoa Jurídica Não Financeira,3308,0.51,1190,0.18,2118,0.33
2005-01-10,Bancos,434041,65.65,373725,56.52,60316,9.130000000000003
2005-01-10,DTVM'S e Corretoras de Valores,20,0,90,0.01,-70,-0.01
2005-01-10,Invest Institucional Nacional,202475,30.62,212811,32.19,-10336,-1.5699999999999967
2005-01-10,Investidores Não Residentes,21336,3.23,73361,11.1,-52025,-7.869999999999999
2005-01-10,Pessoa Jurídica Não Financeira,3305,0.5,1190,0.18,2115,0.32
2005-01-11,Bancos,429355,65.52,369299,56.36,60056,9.159999999999997
2005-01-11,DTVM'S e Corretoras de Valores,20,0,90,0.01,-70,-0.01
2005-01-11,Invest Institucional Nacional,200192,30.55,210270,32.09,-10078,-1.5400000000000027
2005-01-11,Investidores Não Residentes,22356,3.41,74380,11.35,-52024,-7.9399999999999995
2005-01-11,Pessoa Jurídica Não Financeira,3336,0.51,1220,0.19,2116,0.32
2005-01-12,Bancos,431843,65.12,371785,56.07,60058,9.050000000000004
2005-01-12,DTVM'S e Corretoras de Valores,20,0,90,0.01,-70,-0.01
2005-01-12,Invest Institucional Nacional,201956,30.46,212048,31.98,-10092,-1.5199999999999996
2005-01-12,Investidores Não Residentes,25483,3.84,77491,11.69,-52008,-7.85
2005-01-12,Pessoa Jurídica Não Financeira,3821,0.58,1709,0.26,2112,0.31999999999999995
2005-01-13,Bancos,433212,64.88,373220,55.9,59992,8.979999999999997
2005-01-13,DTVM'S e Corretoras de Valores,20,0,90,0.01,-70,-0.01
2005-01-13,Invest Institucional Nacional,202174,30.28,212312,31.8,-10138,-1.5199999999999996
2005-01-13,Investidores Não Residentes,28136,4.21,80036,11.99,-51900,-7.78
2005-01-13,Pessoa Jurídica Não Financeira,4155,0.62,2039,0.31,2116,0.31
2005-01-14,Bancos,434121,64.95,374739,56.06,59382,8.89
2005-01-14,DTVM'S e Corretoras de Valores,20,0,90,0.01,-70,-0.01
2005-01-14,Invest Institucional Nacional,204653,30.62,214812,32.14,-10159,-1.5199999999999996
2005-01-14,Investidores Não Residentes,25591,3.83,76860,11.5,-51269,-7.67
2005-01-14,Pessoa Jurídica Não Financeira,4055,0.61,1939,0.29,2116,0.32
2005-01-17,Bancos,435266,64.71,376850,56.02,58416,8.68999999999999
2005-01-17,DTVM'S e Corretoras de Valores,20,0,90,0.01,-70,-0.01
2005-01-17,Invest Institucional Nacional,206474,30.7,216638,32.21,-10164,-1.5100000000000016
2005-01-17,Investidores Não Residentes,26945,4.01,77247,11.48,-50302,-7.470000000000001
2005-01-17,Pessoa Jurídica Não Financeira,3955,0.59,1835,0.27,2120,0.31999999999999995
2005-01-18,Bancos,440145,64.72,382098,56.18,58047,8.54
2005-01-18,DTVM'S e Corretoras de Valores,20,0,90,0.01,-70,-0.01
2005-01-18,Invest Institucional Nacional,208104,30.6,218293,32.1,-10189,-1.5
2005-01-18,Investidores Não Residentes,27973,4.11,77872,11.45,-49899,-7.339999999999999
2005-01-18,Pessoa Jurídica Não Financeira,3886,0.57,1775,0.26,2111,0.30999999999999994
2005-01-19,Bancos,438320,65.01,379990,56.36,58330,8.650000000000006
2005-01-19,DTVM'S e Corretoras de Valores,20,0,90,0.01,-70,-0.01
2005-01-19,Invest Institucional Nacional,208474,30.92,218728,32.44,-10254,-1.519999999999996
2005-01-19,Investidores Não Residentes,23469,3.48,73584,10.91,-50115,-7.43
2005-01-19,Pessoa Jurídica Não Financeira,3974,0.59,1865,0.28,2109,0.30999999999999994
2005-01-20,Bancos,434668,64.82,376319,56.12,58349,8.699999999999996
2005-01-20,DTVM'S e Corretoras de Valores,20,0,90,0.01,-70,-0.01
2005-01-20,Invest Institucional Nacional,209811,31.29,220065,32.82,-10254,-1.5300000000000011
2005-01-20,Investidores Não Residentes,22197,3.31,72330,10.79,-50133,-7.479999999999999
2005-01-20,Pessoa Jurídica Não Financeira,3843,0.57,1735,0.26,2108,0.30999999999999994
2005-01-21,Bancos,459083,65.83,400705,57.46,58378,8.369999999999997
2005-01-21,DTVM'S e Corretoras de Valores,20,0,90,0.01,-70,-0.01
2005-01-21,Invest Institucional Nacional,213857,30.67,224096,32.13,-10239,-1.4600000000000009
2005-01-21,Investidores Não Residentes,20505,2.94,70682,10.14,-50177,-7.200000000000001
2005-01-21,Pessoa Jurídica Não Financeira,3903,0.56,1795,0.26,2108,0.30000000000000004
2005-01-24,Bancos,464140,66.14,405622,57.8,58518,8.340000000000003
2005-01-24,DTVM'S e Corretoras de Valores,20,0,90,0.01,-70,-0.01
2005-01-24,Invest Institucional Nacional,213521,30.43,223817,31.89,-10296,-1.4600000000000009
2005-01-24,Investidores Não Residentes,20157,2.87,70417,10.03,-50260,-7.159999999999999
2005-01-24,Pessoa Jurídica Não Financeira,3903,0.56,1795,0.26,2108,0.30000000000000004
2005-01-26,Bancos,486198,67.19,427611,59.09,58587,8.099999999999994
2005-01-26,DTVM'S e Corretoras de Valores,120,0.02,177,0.02,-57,0
2005-01-26,Invest Institucional Nacional,213028,29.44,223418,30.88,-10390,-1.4399999999999977
2005-01-26,Investidores Não Residentes,20382,2.82,70631,9.76,-50249,-6.9399999999999995
2005-01-26,Pessoa Jurídica Não Financeira,3874,0.54,1765,0.24,2109,0.30000000000000004
2005-01-27,Bancos,507275,67.86,449149,60.08,58126,7.780000000000001
2005-01-27,DTVM'S e Corretoras de Valores,30,0,100,0.01,-70,-0.01
2005-01-27,Invest Institucional Nacional,216447,28.95,226869,30.35,-10422,-1.4000000000000021
2005-01-27,Investidores Não Residentes,19914,2.66,69657,9.32,-49743,-6.66
2005-01-27,Pessoa Jurídica Não Financeira,3874,0.52,1765,0.24,2109,0.28
2005-01-28,Bancos,515117,68.24,449709,59.58,65408,8.659999999999997
2005-01-28,DTVM'S e Corretoras de Valores,30,0,100,0.01,-70,-0.01
2005-01-28,Invest Institucional Nacional,214726,28.45,231756,30.7,-17030,-2.25
2005-01-28,Investidores Não Residentes,21069,2.79,71486,9.47,-50417,-6.680000000000001
2005-01-28,Pessoa Jurídica Não Financeira,3874,0.51,1765,0.23,2109,0.28
2005-01-31,Bancos,507368,67.74,441954,59.01,65414,8.729999999999997
2005-01-31,DTVM'S e Corretoras de Valores,230,0.03,294,0.04,-64,-0.010000000000000002
2005-01-31,Invest Institucional Nacional,217177,29,234314,31.28,-17137,-2.280000000000001
2005-01-31,Investidores Não Residentes,20318,2.71,70642,9.43,-50324,-6.72
2005-01-31,Pessoa Jurídica Não Financeira,3876,0.52,1765,0.24,2111,0.28
2005-02-01,Bancos,416833,65.4,374402,58.74,42431,6.660000000000004
2005-02-01,DTVM'S e Corretoras de Valores,600,0.09,682,0.11,-82,-0.020000000000000004
2005-02-01,Invest Institucional Nacional,198299,31.11,203871,31.98,-5572,-0.870000000000001
2005-02-01,Investidores Não Residentes,19200,3.01,57133,8.96,-37933,-5.950000000000001
2005-02-01,Pessoa Jurídica Não Financeira,2466,0.39,1310,0.21,1156,0.18000000000000002
2005-02-02,Bancos,417918,64.39,375046,57.79,42872,6.600000000000001
2005-02-02,DTVM'S e Corretoras de Valores,600,0.09,682,0.11,-82,-0.020000000000000004
2005-02-02,Invest Institucional Nacional,200269,30.86,205856,31.72,-5587,-0.8599999999999994
2005-02-02,Investidores Não Residentes,27075,4.17,65430,10.08,-38355,-5.91
2005-02-02,Pessoa Jurídica Não Financeira,3132,0.48,1980,0.31,1152,0.16999999999999998
2005-02-03,Bancos,423878,63.74,380937,57.28,42941,6.460000000000001
2005-02-03,DTVM'S e Corretoras de Valores,600,0.09,682,0.1,-82,-0.010000000000000009
2005-02-03,Invest Institucional Nacional,201249,30.26,206838,31.1,-5589,-0.8399999999999999
2005-02-03,Investidores Não Residentes,35898,5.4,74315,11.17,-38417,-5.77
2005-02-03,Pessoa Jurídica Não Financeira,3387,0.51,2240,0.34,1147,0.16999999999999998
2005-02-04,Bancos,425371,63.48,382449,57.08,42922,6.399999999999999
2005-02-04,DTVM'S e Corretoras de Valores,600,0.09,682,0.1,-82,-0.010000000000000009
2005-02-04,Invest Institucional Nacional,201740,30.11,207327,30.94,-5587,-0.8300000000000018
2005-02-04,Investidores Não Residentes,38894,5.8,77291,11.54,-38397,-5.739999999999999
2005-02-04,Pessoa Jurídica Não Financeira,3444,0.51,2300,0.34,1144,0.16999999999999998
2005-02-09,Bancos,424431,63.31,381503,56.91,42928,6.400000000000006
2005-02-09,DTVM'S e Corretoras de Valores,600,0.09,682,0.1,-82,-0.010000000000000009
2005-02-09,Invest Institucional Nacional,202994,30.28,208530,31.1,-5536,-0.8200000000000003
2005-02-09,Investidores Não Residentes,38691,5.77,77143,11.51,-38452,-5.74
2005-02-09,Pessoa Jurídica Não Financeira,3702,0.55,2560,0.38,1142,0.17000000000000004
2005-02-10,Bancos,427894,63.19,384841,56.83,43053,6.359999999999999
2005-02-10,DTVM'S e Corretoras de Valores,600,0.09,682,0.1,-82,-0.010000000000000009
2005-02-10,Invest Institucional Nacional,202789,29.95,207937,30.71,-5148,-0.7600000000000016
2005-02-10,Investidores Não Residentes,41907,6.19,80472,11.88,-38565,-5.69
2005-02-10,Outras Jurídicas Financeiras,0,0,400,0.06,-400,-0.06
2005-02-10,Pessoa Jurídica Não Financeira,3952,0.58,2810,0.41,1142,0.16999999999999998
2005-02-11,Bancos,434548,63.85,390404,57.36,44144,6.490000000000002
2005-02-11,DTVM'S e Corretoras de Valores,400,0.06,488,0.07,-88,-0.010000000000000009
2005-02-11,Invest Institucional Nacional,201010,29.53,207167,30.44,-6157,-0.9100000000000001
2005-02-11,Investidores Não Residentes,40682,5.98,79723,11.71,-39041,-5.73
2005-02-11,Pessoa Jurídica Não Financeira,3972,0.58,2830,0.42,1142,0.15999999999999998
2005-02-14,Bancos,439271,63.76,395044,57.34,44227,6.419999999999995
2005-02-14,DTVM'S e Corretoras de Valores,400,0.06,488,0.07,-88,-0.010000000000000009
2005-02-14,Invest Institucional Nacional,203055,29.48,209269,30.38,-6214,-0.8999999999999986
2005-02-14,Investidores Não Residentes,42108,6.11,81172,11.78,-39064,-5.669999999999999
2005-02-14,Pessoa Jurídica Não Financeira,4069,0.59,2930,0.43,1139,0.15999999999999998
2005-02-15,Bancos,440699,63.3,396584,56.96,44115,6.339999999999996
2005-02-15,DTVM'S e Corretoras de Valores,200,0.03,294,0.04,-94,-0.010000000000000002
2005-02-15,Invest Institucional Nacional,206174,29.61,212204,30.48,-6030,-0.870000000000001
2005-02-15,Investidores Não Residentes,44375,6.37,83500,11.99,-39125,-5.62
2005-02-15,Pessoa Jurídica Não Financeira,4774,0.69,3640,0.52,1134,0.16999999999999993
2005-02-16,Bancos,456344,63.63,412108,57.46,44236,6.170000000000002
2005-02-16,DTVM'S e Corretoras de Valores,0,0,100,0.01,-100,-0.01
2005-02-16,Invest Institucional Nacional,208436,29.06,214054,29.85,-5618,-0.7900000000000027
2005-02-16,Investidores Não Residentes,47402,6.61,87054,12.14,-39652,-5.53
2005-02-16,Pessoa Jurídica Não Financeira,4974,0.69,3840,0.54,1134,0.1499999999999999
2005-02-17,Bancos,455942,63.41,412086,57.31,43856,6.099999999999994
2005-02-17,DTVM'S e Corretoras de Valores,0,0,100,0.01,-100,-0.01
2005-02-17,Invest Institucional Nacional,209922,29.2,214991,29.9,-5069,-0.6999999999999993
2005-02-17,Investidores Não Residentes,48103,6.69,87824,12.21,-39721,-5.5200000000000005
2005-02-17,Pessoa Jurídica Não Financeira,5024,0.7,3990,0.55,1034,0.1499999999999999
2005-02-18,Bancos,463334,63.9,417508,57.58,45826,6.32
2005-02-18,DTVM'S e Corretoras de Valores,0,0,100,0.01,-100,-0.01
2005-02-18,Invest Institucional Nacional,210793,29.07,216675,29.88,-5882,-0.8099999999999987
2005-02-18,Investidores Não Residentes,45677,6.3,86554,11.94,-40877,-5.64
2005-02-18,Pessoa Jurídica Não Financeira,5323,0.73,4290,0.59,1033,0.14
2005-02-21,Bancos,467491,63.24,423505,57.29,43986,5.950000000000003
2005-02-21,DTVM'S e Corretoras de Valores,0,0,100,0.01,-100,-0.01
2005-02-21,Invest Institucional Nacional,218885,29.61,222989,30.16,-4104,-0.5500000000000007
2005-02-21,Investidores Não Residentes,47260,6.39,88076,11.91,-40816,-5.5200000000000005
2005-02-21,Pessoa Jurídica Não Financeira,5624,0.76,4590,0.62,1034,0.14
2005-02-22,Bancos,476745,63.13,432603,57.28,44142,5.850000000000001
2005-02-22,DTVM'S e Corretoras de Valores,0,0,100,0.01,-100,-0.01
2005-02-22,Invest Institucional Nacional,218813,28.97,222892,29.51,-4079,-0.5400000000000027
2005-02-22,Investidores Não Residentes,55360,7.33,96364,12.76,-41004,-5.43
2005-02-22,Pessoa Jurídica Não Financeira,4321,0.57,3280,0.43,1041,0.13999999999999996
2005-02-23,Bancos,493644,64.29,452688,58.96,40956,5.330000000000005
2005-02-23,DTVM'S e Corretoras de Valores,0,0,100,0.01,-100,-0.01
2005-02-23,Invest Institucional Nacional,215213,28.03,216064,28.14,-851,-0.10999999999999943
2005-02-23,Investidores Não Residentes,54723,7.13,95777,12.47,-41054,-5.340000000000001
2005-02-23,Pessoa Jurídica Não Financeira,4269,0.56,3220,0.42,1049,0.14000000000000007
2005-02-24,Bancos,501936,65.65,455861,59.62,46075,6.030000000000008
2005-02-24,DTVM'S e Corretoras de Valores,0,0,100,0.01,-100,-0.01
2005-02-24,Invest Institucional Nacional,205090,26.82,206031,26.95,-941,-0.129999999999999
2005-02-24,Investidores Não Residentes,54773,7.16,100865,13.19,-46092,-6.029999999999999
2005-02-24,Outras Jurídicas Financeiras,260,0.03,260,0.03,0,0
2005-02-24,Pessoa Jurídica Não Financeira,2550,0.33,1492,0.2,1058,0.13
2005-02-25,Bancos,495048,65.13,448936,59.06,46112,6.069999999999993
2005-02-25,DTVM'S e Corretoras de Valores,0,0,100,0.01,-100,-0.01
2005-02-25,Invest Institucional Nacional,204246,26.87,205248,27,-1002,-0.129999999999999
2005-02-25,Investidores Não Residentes,58415,7.69,104487,13.75,-46072,-6.06
2005-02-25,Pessoa Jurídica Não Financeira,2374,0.31,1312,0.17,1062,0.13999999999999999
2005-02-28,Bancos,503734,65.34,457879,59.39,45855,5.950000000000003
2005-02-28,DTVM'S e Corretoras de Valores,0,0,100,0.01,-100,-0.01
2005-02-28,Invest Institucional Nacional,203482,26.39,204197,26.48,-715,-0.08999999999999986
2005-02-28,Investidores Não Residentes,61502,7.98,107608,13.96,-46106,-5.98
2005-02-28,Pessoa Jurídica Não Financeira,2278,0.3,1212,0.16,1066,0.13999999999999999
2005-03-01,Bancos,460127,68.64,365762,54.56,94365,14.079999999999998
2005-03-01,DTVM'S e Corretoras de Valores,0,0,50,0.01,-50,-0.01
2005-03-01,Invest Institucional Nacional,175593,26.19,196127,29.26,-20534,-3.0700000000000003
2005-03-01,Investidores Não Residentes,32374,4.83,107504,16.04,-75130,-11.209999999999999
2005-03-01,Pessoa Jurídica Não Financeira,2279,0.34,930,0.14,1349,0.2
2005-03-02,Bancos,484059,68.6,389484,55.19,94575,13.409999999999997
2005-03-02,DTVM'S e Corretoras de Valores,0,0,50,0.01,-50,-0.01
2005-03-02,Invest Institucional Nacional,174528,24.73,195046,27.64,-20518,-2.91
2005-03-02,Investidores Não Residentes,44718,6.34,120074,17.02,-75356,-10.68
2005-03-02,Pessoa Jurídica Não Financeira,2369,0.34,1020,0.14,1349,0.2
2005-03-03,Bancos,482199,67.98,387308,54.6,94891,13.380000000000003
2005-03-03,DTVM'S e Corretoras de Valores,20,0,70,0.01,-50,-0.01
2005-03-03,Invest Institucional Nacional,171679,24.2,192185,27.1,-20506,-2.900000000000002
2005-03-03,Investidores Não Residentes,52974,7.47,128659,18.14,-75685,-10.670000000000002
2005-03-03,Pessoa Jurídica Não Financeira,2420,0.34,1070,0.15,1350,0.19000000000000003
2005-03-04,Bancos,479415,68.27,384439,54.75,94976,13.519999999999996
2005-03-04,DTVM'S e Corretoras de Valores,109,0.02,160,0.02,-51,0
2005-03-04,Invest Institucional Nacional,170344,24.26,190853,27.18,-20509,-2.919999999999998
2005-03-04,Investidores Não Residentes,49806,7.09,125572,17.88,-75766,-10.79
2005-03-04,Pessoa Jurídica Não Financeira,2550,0.36,1200,0.17,1350,0.18999999999999997
2005-03-07,Bancos,476992,68.08,381891,54.5,95101,13.579999999999998
2005-03-07,DTVM'S e Corretoras de Valores,109,0.02,160,0.02,-51,0
2005-03-07,Invest Institucional Nacional,171044,24.41,191584,27.34,-20540,-2.9299999999999997
2005-03-07,Investidores Não Residentes,49969,7.13,125832,17.96,-75863,-10.830000000000002
2005-03-07,Pessoa Jurídica Não Financeira,2553,0.36,1200,0.17,1353,0.18999999999999997
2005-03-08,Bancos,478166,67.73,382267,54.15,95899,13.580000000000005
2005-03-08,DTVM'S e Corretoras de Valores,119,0.02,170,0.02,-51,0
2005-03-08,Invest Institucional Nacional,172723,24.47,193298,27.38,-20575,-2.91
2005-03-08,Investidores Não Residentes,50642,7.17,127254,18.03,-76612,-10.860000000000001
2005-03-08,Pessoa Jurídica Não Financeira,4299,0.61,2960,0.42,1339,0.19
2005-03-09,Bancos,481818,67.46,385575,53.98,96243,13.479999999999997
2005-03-09,DTVM'S e Corretoras de Valores,139,0.02,190,0.03,-51,-0.009999999999999998
2005-03-09,Invest Institucional Nacional,169979,23.8,190521,26.67,-20542,-2.870000000000001
2005-03-09,Investidores Não Residentes,57767,8.09,134751,18.87,-76984,-10.780000000000001
2005-03-09,Pessoa Jurídica Não Financeira,4544,0.64,3210,0.45,1334,0.19
2005-03-10,Bancos,485400,67.32,389145,53.97,96255,13.349999999999994
2005-03-10,DTVM'S e Corretoras de Valores,139,0.02,190,0.03,-51,-0.009999999999999998
2005-03-10,Invest Institucional Nacional,171381,23.77,191924,26.62,-20543,-2.8500000000000014
2005-03-10,Investidores Não Residentes,59381,8.24,136375,18.91,-76994,-10.67
2005-03-10,Pessoa Jurídica Não Financeira,4743,0.66,3410,0.47,1333,0.19000000000000006
2005-03-11,Bancos,495446,67.52,399088,54.39,96358,13.129999999999995
2005-03-11,DTVM'S e Corretoras de Valores,585,0.08,191,0.03,394,0.05
2005-03-11,Invest Institucional Nacional,169412,23.09,190341,25.94,-20929,-2.8500000000000014
2005-03-11,Investidores Não Residentes,63460,8.65,140616,19.16,-77156,-10.51
2005-03-11,Pessoa Jurídica Não Financeira,4873,0.66,3540,0.48,1333,0.18000000000000005
2005-03-14,Bancos,497354,67.03,400781,54.01,96573,13.020000000000003
2005-03-14,DTVM'S e Corretoras de Valores,594,0.08,201,0.03,393,0.05
2005-03-14,Invest Institucional Nacional,173672,23.41,194759,26.25,-21087,-2.84
2005-03-14,Investidores Não Residentes,66103,8.91,143331,19.32,-77228,-10.41
2005-03-14,Pessoa Jurídica Não Financeira,4269,0.58,2920,0.39,1349,0.18999999999999995
2005-03-15,Bancos,512422,67.84,415781,55.05,96641,12.790000000000006
2005-03-15,DTVM'S e Corretoras de Valores,603,0.08,211,0.03,392,0.05
2005-03-15,Invest Institucional Nacional,172393,22.82,193571,25.63,-21178,-2.8099999999999987
2005-03-15,Investidores Não Residentes,65394,8.66,142601,18.88,-77207,-10.219999999999999
2005-03-15,Pessoa Jurídica Não Financeira,4472,0.59,3120,0.41,1352,0.18
2005-03-16,Bancos,522301,68.24,426150,55.67,96151,12.569999999999993
2005-03-16,DTVM'S e Corretoras de Valores,593,0.08,201,0.03,392,0.05
2005-03-16,Invest Institucional Nacional,178000,23.25,198651,25.95,-20651,-2.6999999999999993
2005-03-16,Investidores Não Residentes,60158,7.86,137391,17.95,-77233,-10.09
2005-03-16,Pessoa Jurídica Não Financeira,4381,0.57,3040,0.4,1341,0.16999999999999993
2005-03-17,Bancos,521616,67.93,423414,55.14,98202,12.790000000000006
2005-03-17,DTVM'S e Corretoras de Valores,642,0.08,251,0.03,391,0.05
